data;casos_novos;casos;obitos_novos;obitos;suspeitos;descartados;recuperados;em_tratamento;ocupacao_uti_%;ocupacao_enfermaria_%;obitos_homem;obitos_mulher;fonte;observacoes
04/04/2021;266;40825;5;674;1193;74701;38327;1824;94;77;[60,92];[66,78,81];http://www.piracicaba.sp.gov.br/plantao+coronavirus+04+04+2021.aspx;
05/04/2021;275;41100;4;678;1149;74791;38497;1925;82;70;[47,73,82];[81];http://www.piracicaba.sp.gov.br/plantao+coronavirus+05+04+2021.aspx;
06/04/2021;292;41392;13;691;1136;74802;38603;2098;91;67;[11];[2];http://www.piracicaba.sp.gov.br/plantao+coronavirus+06+04+2021.aspx;
07/04/2021;296;41688;6;697;1209;75057;38607;2384;92;66;[6];[1];http://www.piracicaba.sp.gov.br/plantao+coronavirus+07+04+2021.aspx;
08/04/2021;258;41946;10;707;1337;75287;38930;2309;88;67;[57,60,66,70,72,74];[48,81,81,89];http://www.piracicaba.sp.gov.br/plantao+coronavirus+08+04+2021.aspx;
09/04/2021;248;42194;14;721;1184;75377;39265;2208;84;71;[47,52,56,57,66,69,71,74,79];[27,67,68,77,83];http://www.piracicaba.sp.gov.br/plantao+coronavirus+09+04+2021.aspx;
10/04/2021;175;42369;14;735;1292;75452;39431;2203;79;70;[48, 52,60,65,70,71,76,78];[25,64, 65,68,71,96];http://www.piracicaba.sp.gov.br/plantao+coronavirus+10+04+2021+68556.aspx;
11/04/2021;153;42522;5;740;1055;75679;39502;2280;83;72;[77,82];[29,52,77];http://www.piracicaba.sp.gov.br/plantao+coronavirus+11+04+2021.aspx;
12/04/2021;138;42660;6;746;1016;76022;39604;2310;81;70;[58,66,71,78];[72,99];http://www.piracicaba.sp.gov.br/plantao+coronavirus+12+04+2021.aspx;
13/04/2021;135;42795;8;754;1093;76277;40241;1800;78;67;[62,87];[40,48,54,69,73,77];http://www.piracicaba.sp.gov.br/plantao+coronavirus+13+04+2021.aspx;
14/04/2021;125;42920;6;760;1012;76295;40656;1504;78;57;[61,65,72,79];[69,79];http://www.piracicaba.sp.gov.br/plantao+coronavirus+14+04+2021.aspx;
15/04/2021;140;43060;4;764;1086;76707;40667;1629;81;56;[56,56,69];[84];http://www.piracicaba.sp.gov.br/plantao+coronavirus+15+04+2021.aspx;
16/04/2021;144;43204;8;772;1118;76894;40932;1500;81;58;[55,67,69,72,76];[38,65,67];http://www.piracicaba.sp.gov.br/plantao+coronavirus+16+04+2021.aspx;
17/04/2021;133;43337;2;774;1103;76988;41187;1376;81;58;[66];[65];http://www.piracicaba.sp.gov.br/plantao+coronavirus+17+04+2021.aspx;
18/04/2021;123;43460;4;778;1017;77074;41429;1235;78;59;[43,48,66,78];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+18+04+2021.aspx;
19/04/2021;134;43594;6;784;806;77395;41689;1121;72;57;[31,69,72,74,84];[31];http://www.piracicaba.sp.gov.br/plantao+coronavirus+19+04+2021.aspx;
20/04/2021;134;43728;11;795;703;77623;41736;1197;77;55;[44,47,58,60,66,67,69,70,73];[66,73];http://www.piracicaba.sp.gov.br/plantao+coronavirus+20+04+2021.aspx;
21/04/2021;151;43879;9;804;688;77846;41859;1216;76;55;[36,42,73,73];[54,56,67,68,70];http://www.piracicaba.sp.gov.br/plantao+coronavirus+21+04+2021.aspx;
22/04/2021;145;44024;7;811;932;78028;42050;1163;71;54;[36,47,60];[40,68,70,84];http://www.piracicaba.sp.gov.br/plantao+coronavirus+22+04+2021.aspx;
23/04/2021;148;44172;3;814;725;78360;42051;1307;71;53;[];[66,74,77];http://www.piracicaba.sp.gov.br/plantao+coronavirus+23+04+2021.aspx;
24/04/2021;131;44303;6;820;723;78513;42111;1372;68;52;[54,54,56,63];[59,73];http://www.piracicaba.sp.gov.br/plantao+coronavirus+24+04+2021.aspx;
25/04/2021;120;44423;4;824;612;78670;42239;1360;69;53;[51,56];[35,44];http://www.piracicaba.sp.gov.br/plantao+coronavirus+25+04+2021.aspx;
26/04/2021;124;44547;5;829;664;78851;42649;1069;69;50;[51,69,88];[56,57];http://www.piracicaba.sp.gov.br/plantao+coronavirus+26+04+2021.aspx;
27/04/2021;107;44654;3;832;696;79107;42776;1046;70;53;[64,69];[74];http://www.piracicaba.sp.gov.br/plantao+coronavirus+27+04+2021.aspx;
28/04/2021;148;44802;12;844;621;79189;42903;1055;74;60;[46,47,60,63,66,77];[62,63,69,74,76,85];http://www.piracicaba.sp.gov.br/plantao+coronavirus+28+04+2021.aspx;
29/04/2021;144;44946;0;844;1042;79468;42903;1199;78;62;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+29+04+2021.aspx;
30/04/2021;150;45096;4;848;1086;79642;42953;1295;77;68;[62,85];[69,87];http://www.piracicaba.sp.gov.br/plantao+coronavirus+30+04+2021.aspx;
01/05/2021;133;45229;2;850;1075;79744;42954;1425;76;67;[70];[79];http://www.piracicaba.sp.gov.br/plantao+coronavirus+01+05+2021.aspx;
02/05/2021;162;45391;1;851;875;80116;43187;1353;80;74;[];[67];http://www.piracicaba.sp.gov.br/plantao+coronavirus+02+05+2021.aspx;
03/05/2021;149;45540;5;856;869;80356;43315;1369;78;65;[21,46,68,70,78];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+03+05+2021.aspx;
04/05/2021;156;45696;6;862;872;80544;43512;1322;82;66;[56];[60,67,67,75,95];http://www.piracicaba.sp.gov.br/plantao+coronavirus+04+05+2021.aspx;
05/05/2021;181;45877;3;865;1018;80676;43630;1382;81;66;[52];[26,26,56];http://www.piracicaba.sp.gov.br/plantao+coronavirus+05+05+2021.aspx;
06/05/2021;178;46055;4;869;822;81042;43700;1486;80;68;[63,68,81];[77];http://www.piracicaba.sp.gov.br/plantao+coronavirus+06+05+2021.aspx;
07/05/2021;182;46237;4;873;953;81251;43799;1565;82;66;[];[40,72,76,78];http://www.piracicaba.sp.gov.br/plantao+coronavirus+07+05+2021+68745.aspx;
08/05/2021;187;46424;7;880;1070;81454;43938;1606;82;70;[48,60,60,67];[58,60,63];http://www.piracicaba.sp.gov.br/plantao+coronavirus+08+05+2021.aspx;
09/05/2021;181;46605;1;881;1029;81484;44081;1643;84;72;[61];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+09+05+2021.aspx;
10/05/2021;178;46783;4;885;755;81644;44230;1668;80;75;[65, 67, 73];[37];http://www.piracicaba.sp.gov.br/plantao+coronavirus+10+05+2021.aspx;
11/05/2021;187;46970;4;889;703;81909;44514;1567;82;72;[59];[59,67,68];http://www.piracicaba.sp.gov.br/plantao+coronavirus+11+05+2021.aspx;
12/05/2021;186;47156;3;892;711;82180;44824;1440;91;72;[55,58];[61];http://www.piracicaba.sp.gov.br/plantao+coronavirus+12+05+2021.aspx;
13/05/2021;188;47344;3;895;717;82393;45166;1283;90;77;[52,87];[65];http://www.piracicaba.sp.gov.br/plantao+coronavirus+13+05+2021+68800.aspx;
14/05/2021;223;47567;5;900;871;82558;45200;1467;89;75;[51,54,55];[54,70];http://www.piracicaba.sp.gov.br/plantao+coronavirus+14+05+2021.aspx;
15/05/2021;185;47752;4;904;865;82856;45480;1368;89;73;[48];[58,61,83];http://www.piracicaba.sp.gov.br/plantao+coronavirus+15+05+2021.aspx;
16/05/2021;184;47936;0;904;865;83032;45506;1526;90;76;[];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+16+05+2021.aspx;
17/05/2021;191;48127;4;908;865;83097;45695;1524;91;80;[40,41,64,65];[];http://www.piracicaba.sp.gov.br/plantao+coronavirus+17+05+2021.aspx;
18/05/2021;191;48318;2;910;867;83382;45867;1541;91;82;[];[53,85];http://www.piracicaba.sp.gov.br/plantao+coronavirus+18+05+2021.aspx;
19/05/2021;194;48512;5;915;862;83708;46050;1547;91;85;[57,59];[67,73,77];http://www.piracicaba.sp.gov.br/plantao+coronavirus+19+05+2021.aspx;
20/05/2021;199;48711;7;922;1008;83987;46231;1558;88;70;[51,52,62,62,76,81];[85];http://www.piracicaba.sp.gov.br/plantao+coronavirus+20+05+2021.aspx;
21/05/2021;199;48910;6;928;1004;84229;46250;1732;94;67;[36,47,55,60,67];[85,72,72,69,61,60,60,51,47,44,41,40,39,38,38,37,37,37,30,30,29,29,27,26,25,24,23,22];http://www.piracicaba.sp.gov.br/plantao+coronavirus+21+05+2021.aspx;
22/05/2021;208;49118;3;931;1125;84332;46512;1675;91;70;[95];[68,86];http://www.piracicaba.sp.gov.br/plantao+coronavirus+22+05+2021.aspx;
23/05/2021;214;49332;3;934;1125;84664;46782;1616;92;69;[];[45,61,62];http://www.piracicaba.sp.gov.br/plantao+coronavirus+23+05+2021.aspx;
24/05/2021;233;49565;3;937;886;84826;46962;1666;94;66;[91];[69,83];http://www.piracicaba.sp.gov.br/plantao+coronavirus+24+05+2021.aspx;
25/05/2021;217;49782;11;948;1002;84967;47144;1690;93;67;[57,64,66,72];[59,62,64,66,74,80];http://www.piracicaba.sp.gov.br/plantao+coronavirus+25+05+2021.aspx;
26/05/2021;216;49998;2;950;963;85175;47330;1718;93;74;[101];[49];http://www.piracicaba.sp.gov.br/plantao+coronavirus+26+05+2021.aspx;
27/05/2021;235;50233;6;956;936;85399;47493;1784;91;77;[49,82];[57,65,77,82];http://www.piracicaba.sp.gov.br/plantao+coronavirus+27+05+2021.aspx;
28/05/2021;230;50463;7;963;936;85510;47705;1795;90;75;[52,53,62,67,82];[41,57];http://www.piracicaba.sp.gov.br/plantao+coronavirus+28+05+2021.aspx;
29/05/2021;236;50699;10;973;808;85747;47811;1915;86;73;[59,66,69,69,72];[51,61,64,65,92  ];http://www.piracicaba.sp.gov.br/plantao+coronavirus+29+05+2021.aspx;
30/05/2021;229;50928;1;974;808;85974;47812;2142;89;75;[];[60];http://www.piracicaba.sp.gov.br/plantao+coronavirus+30+05+2021.aspx;
31/05/2021;261;51189;2;976;808;86097;48159;2054;89;70;[34];[45];http://www.piracicaba.sp.gov.br/plantao+coronavirus+31+05+2021.aspx;
01/06/2021;229;51418;8;984;520;86561;48365;2069;87;73;[59,66,69,69,72];[48,59];http://www.piracicaba.sp.gov.br/plantao+coronavirus+01+06+2021.aspx;
02/06/2021;255;51673;6;990;893;86788;48366;2317;80;71;[52,54,57];[60,70,87];http://www.piracicaba.sp.gov.br/plantao+coronavirus+02+06+2021.aspx;
03/06/2021;275;51948;6;996;950;87250;48592;2360;94;85;[54,61,62,64,64];[71];http://www.piracicaba.sp.gov.br/plantao+coronavirus+03+06+2021.aspx;
